mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.09692001342773438,0.009087286228724864,0.005516815185546875,0.0026629837619564353,100,{'n_estimators': 100},0.9473684210526315,0.9298245614035088,0.9824561403508771,0.9824561403508771,0.9107142857142857,0.950563909774436,0.028504571559800528,3
0.17557077407836913,0.017232147220236586,0.0066394805908203125,0.0013795580766341,200,{'n_estimators': 200},0.9473684210526315,0.9473684210526315,0.9824561403508771,0.9824561403508771,0.9107142857142857,0.9540726817042607,0.02676223523580128,1
0.23387951850891114,0.026466703373036193,0.006100368499755859,0.0005972366161658066,300,{'n_estimators': 300},0.9473684210526315,0.9473684210526315,0.9824561403508771,0.9824561403508771,0.9107142857142857,0.9540726817042607,0.02676223523580128,1
